Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
SILVERBEES,EQ,224.6,-5,31557.59,1688.9,3777.21
BHARTIARTL,EQ,2023,1.54,1153535.91,138.7,2803.58
KAYNES,EQ,3713,2.68,24889.97,69.8,2488.8
ITC,EQ,326.35,5.21,408974.39,680.58,2195.95
POWERINDIA,EQ,21850,13.81,97390.61,9.94,2146.37
INFY,EQ,1505.7,-0.95,610512.39,139.01,2086.19
HDFCBANK,EQ,941,-0.92,1448018.8,181.2,1706.42
HINDCOPPER,EQ,578.2,-4.79,55913.33,277.14,1618.69
GODFRYPHLP,EQ,2174,9.69,33910.43,72.9,1583.1
NYKAA,EQ,276.8,7.17,79239.18,576.86,1569.53
ICICIBANK,EQ,1408,0.82,1007207.02,108.51,1522.06
LICI,EQ,899,7.06,568617.29,158.2,1416.74
TCS,EQ,2940.3,-1.71,1063826.27,46.87,1375.32
BAJFINANCE,EQ,982,1.79,611014.33,137.43,1344.14
RELIANCE,EQ,1451,0.53,1963561.78,82.77,1194.23
GOLDBEES,EQ,124.81,-0.33,55448.04,954.08,1184.4
MCX,EQ,2377,-1.39,60611.56,49.58,1170.6
VEDL,EQ,666,1.65,260431.84,168.66,1111.88
BSE,EQ,2885,-0.25,117674.56,35.99,1034.43
TATSILV,EQ,22.83,-5.23,5080.48,4352.13,993.59
DATAPATTNS,EQ,2705,7.19,15143.66,35.64,955.51
MRF,EQ,146195,8.32,62003.39,0.64,925.75
POLICYBZR,EQ,1487,-4.24,68799.73,60.21,913.83
KOTAKBANK,EQ,422.35,3.33,420082.98,212.29,887.91
TMPV,EQ,368.9,-1.4,135850.35,231.17,860.81
ETERNAL,EQ,283.55,-1.15,273635.69,299.38,849.63
HAL,EQ,4066,0.76,271923.91,20.94,844.97
AXISBANK,EQ,1341.9,0.85,416721.57,58.77,786.07
SBIN,EQ,1066,-0.7,983983.83,70.42,747.3
ADANIPORTS,EQ,1549.5,-1.32,356998.46,44.29,690.53
HINDZINC,EQ,606.75,-0.66,256371.23,114.09,686.52
LT,EQ,4065.4,0.05,559241.11,16.31,662.54
IDEA,EQ,11.15,-0.8,120802.48,5797.64,640.64
IOC,EQ,174.9,-0.49,246980.46,342.4,604.07
POWERGRID,EQ,292.8,1.19,272321.68,199.51,582.57
DIXON,EQ,11490,1,69727.92,4.78,542.48
EIHOTEL,EQ,342,0.23,21387.46,151.7,537.07
HCLTECH,EQ,1592.6,-1.08,432178.3,33.43,532.34
M&M,EQ,3580,0.22,445183.32,14.62,521.16
HDFCSILVER,EQ,224.1,-5.9,7512.53,228.37,511.33
CONCORDBIO,EQ,1325.5,13.47,13866.88,38.3,493.63
SILVERIETF,EQ,234,-5.43,15706.54,207.74,485.49
RECLTD,EQ,372.6,-1.3,98113.93,129.97,482.15
BEL,EQ,430,-0.67,314320.49,110.79,474.9
APOLLOHOSP,EQ,7128.5,0.09,102496.89,6.69,474.55
SAIL,EQ,159.19,0.44,65753.83,295.88,471.06
NAUKRI,EQ,1131,-3,73336.37,41.01,462.63
TRENT,EQ,4095,-0.88,145572.12,11.16,457.85
LIQUIDBEES,EQ,1000.01,0,10732.52,44.57,445.68
HEROMOTOCO,EQ,5746,-0.35,114966.89,7.7,445.18
NATIONALUM,EQ,353.4,-1.66,64906.57,126.08,444.9
COFORGE,EQ,1543,-3.55,51804.76,27.52,425.2
TMCV,EQ,458.4,0.55,168798.07,93.48,423.46
PFC,EQ,417.6,0.63,137812.25,101.29,419.87
MARUTI,EQ,14980,-0.52,470975.06,2.77,414.69
PFOCUS,EQ,262.5,-1.83,20369.75,148.57,398.67
SAILIFE,EQ,847,4.46,17891.28,43.39,368.45
TITAN,EQ,4140.8,1.05,367614.49,8.89,366.37
TATASTEEL,EQ,196.51,-0.63,245313.79,184.47,361.8
MAZDOCK,EQ,2402,0.15,96891.88,15.02,359.53
HINDALCO,EQ,937.7,0.24,210722.43,38.3,358.24
HEXT,EQ,615,-4.14,37577.48,58.77,355.71
PERSISTENT,EQ,5840,-2.35,92126,6.02,349.36
MAXHEALTH,EQ,1040,-0.08,101192.15,33.85,348.35
APLAPOLLO,EQ,2200,0.82,61079.93,15.8,345.57
HINDUNILVR,EQ,2421,2.83,568836.04,14.22,340.78
SHRIRAMFIN,EQ,1001,0.91,188336.99,32.7,324.61
GROWW,EQ,168.3,-1.05,103901.63,189.8,322.35
TECHM,EQ,1616,-1.83,158326.48,19.89,321.44
CANBK,EQ,147,-0.87,133338.57,218.85,320.83
IDBI,EQ,106.72,3.63,114749.64,299.71,316.16
BPCL,EQ,384.55,0.65,166834.44,79.89,307.36
GVT&D,EQ,3535,0.61,90512.45,8.45,299.7
MUTHOOTFIN,EQ,3705,3.53,148744.07,8.27,297.43
ENRIN,EQ,2742.5,5.53,97666.05,10.91,295.25
WAAREEENER,EQ,3079.9,0.27,88590.52,9.52,292.72
VBL,EQ,439,0.43,148469.31,66.23,290.19
AMBER,EQ,6629,3.59,23315.55,4.42,290.14
HDFCLIFE,EQ,703.4,-2.4,151766.7,41.14,289.34
PAYTM,EQ,1186.8,-2.05,75934.84,23.97,284.72
WIPRO,EQ,230.4,-1.28,241628.61,122.79,282.92
BEML,EQ,1629.5,-6.68,13571.94,17.33,281.94
UNOMINDA,EQ,1153,-6.32,66533.91,23.82,279.7
SUZLON,EQ,48.05,0.42,65890.18,579.61,276.7
TIINDIA,EQ,2311.7,-2.94,44735.94,11.95,275.26
SIEMENS,EQ,3139,-4.88,111786.23,8.51,274.04
TVSMOTOR,EQ,3752,1.06,178252.69,7.35,273.73
KIRLOSBROS,EQ,1595.3,3.24,12668.11,16.44,269.44
ONGC,EQ,268.4,-0.3,337654.69,100.14,267.91
MRPL,EQ,184.32,0.95,32303.9,144.81,267.65
NTPC,EQ,363.7,-0.15,352667.75,73.29,266.19
ADANIPOWER,EQ,152.25,-0.78,293609.48,173.35,264.6
DIVISLAB,EQ,6025,-1.9,159944.82,4.34,259.98
BAJAJFINSV,EQ,2020.8,1.03,322886.1,12.57,252.52
ASIANPAINT,EQ,2405,-1.11,230687.07,10.44,250.63
CUMMINSIND,EQ,4362,-0.67,120914.64,5.75,248.02
INDUSINDBK,EQ,905.7,-0.95,70560.91,27.12,244.25
GODREJPROP,EQ,1695.7,0.35,51075.56,14.46,243.48
GAIL,EQ,163.2,1.89,107305.63,150.58,243.06
NMDC,EQ,83.8,-0.95,73675.43,285.78,240.26
JIOFIN,EQ,268,-0.72,170264.2,89.4,239.76
CDSL,EQ,1328.9,-2.52,27774.01,18.02,238.99
INDUSTOWER,EQ,441.95,-0.1,116593.6,53.14,233.73
OIL,EQ,495,-0.7,80517.09,46.94,233.18
FORCEMOT,EQ,21250,0.76,27694.94,1.09,232.45
INDIGO,EQ,4901.2,-0.63,189476.03,4.64,227.35
TATAGOLD,EQ,14.72,-0.54,5681.08,1543.65,225.68
MPHASIS,EQ,2600,-1.84,49545.05,8.58,222.89
TATAELXSI,EQ,5205.5,-3.71,32408.37,4.26,222.16
SBISILVER,EQ,229.36,-6.1,5841.14,96.62,221
MOTHERSON,EQ,118.06,-2.42,124600.69,188.23,220.77
HINDPETRO,EQ,462.5,0.8,98411.79,47.03,218.28
LIQUIDCASE,EQ,112.66,0.04,8087.68,193.36,217.82
SUNPHARMA,EQ,1694.7,-0.46,406605.72,12.77,216.48
LTIM,EQ,5553,-2.3,164640.48,3.91,216.34
GOLDIETF,EQ,129.5,-1.71,23860.62,166.91,215.5
SILVER,EQ,233.5,-6.66,3232.54,89.3,208.72
AVANTIFEED,EQ,1026,-5.11,13978.8,20.22,207.54
ADANIENT,EQ,2219,-0.79,286846.23,9.34,207.36
CHOLAFIN,EQ,1741.1,1.09,146951.83,11.97,206.33
COALINDIA,EQ,432,0.03,266229.86,47.38,203.86
RVNL,EQ,313.3,-1.04,65323.68,64.75,202.7
BANKINDIA,EQ,163.02,-0.27,74217.59,122.68,199.77
SWIGGY,EQ,319.4,-0.64,88164.41,61.52,195.8
SOLARINDS,EQ,13001,-2.86,117646.12,1.49,193.72
CIPLA,EQ,1326.1,-0.54,107118.62,14.58,193.49
HDBFS,EQ,718.35,2.56,59642.88,27.34,192.94
ASHOKLEY,EQ,201.33,-0.08,118258.31,95.8,192.37
OFSS,EQ,7261,-2.54,63186.33,2.67,192.18
MTARTECH,EQ,3200,-2.54,9843.07,5.75,190.73
KALYANKJIL,EQ,380.7,1.21,39313.47,51.08,190.71
BAJAJ-AUTO,EQ,9517.5,-1.34,266012.07,1.99,189.27
SETFGOLD,EQ,128.7,-0.69,22809.67,145.82,187.53
BDL,EQ,1268,-0.42,46480.13,14.83,186.73
ADANIENSOL,EQ,1014.95,0.35,121924.18,18.12,183.57
CGPOWER,EQ,673.85,0.88,106124.14,27.22,182.55
WESTLIFE,EQ,527.65,-1.41,8212.55,33.13,180.31
EICHERMOT,EQ,7155,-0.76,196261.1,2.52,180.3
SYRMA,EQ,862,0.16,16621.99,20.82,179.84
PNB,EQ,122.49,-1.3,140777.06,145.25,178.03
DLF,EQ,661.5,0.03,163742.09,26.87,177.16
ABB,EQ,5800,0.52,122906.86,3.04,176.38
SBILIFE,EQ,1986.8,-1.54,199242.23,8.84,175.86
GRSE,EQ,2400,-1.6,27492.48,7.13,172.48
GMDCLTD,EQ,599.05,-2.41,19049.79,28.12,169.79
CARTRADE,EQ,2251,-2.22,10769.44,7.24,169.23
IZMO,EQ,835.5,17.64,1249.37,20.76,169.02
UPL,EQ,736.95,-1.43,62210.71,22.5,167.26
AVALON,EQ,1029.65,0.9,6873.84,15.6,166.31
UNIONBANK,EQ,177.75,-0.1,135687.34,92.75,163.71
DRREDDY,EQ,1237.6,-0.59,103291.25,13.25,163.46
FEDERALBNK,EQ,286.8,-0.28,70606.75,56.82,162.8
ULTRACEMCO,EQ,12733,-0.31,375214.99,1.25,158.33
MANAPPURAM,EQ,300.5,2.12,25435.36,52.97,156.31
ADANIGREEN,EQ,968,0.09,158886.93,16.08,155.02
IFCI,EQ,60.24,0.4,16230.55,256.7,153.51
IDFCFIRSTB,EQ,84.95,-0.62,73037.84,178.86,151.75
NETWEB,EQ,3110,0.04,17619.35,4.88,150.75
HFCL,EQ,70.68,-0.52,10818.3,209.95,150.35
NAZARA,EQ,258.8,-6.54,9587.63,56.24,149.79
IRFC,EQ,114.49,-0.19,149621.33,131.08,148.85
ASTRAL,EQ,1476.1,-1.83,39655.45,9.98,148.37
ASHAPURMIN,EQ,604.9,-11.23,5778.37,24.18,147.42
PWL,EQ,115.69,-4.83,33083.78,124.07,147.28
ABCAPITAL,EQ,347.3,0.77,90909.4,42.36,144.93
IEX,EQ,120.7,-3.32,10762.73,119.7,144.58
BANKBARODA,EQ,288.15,-0.79,149012.8,49.88,143.51
AAVAS,EQ,1302.1,-5.61,10309.96,10.87,142.14
NAVINFLUOR,EQ,6420,2.34,32886.69,2.16,138.63
POKARNA,EQ,1013.95,-8.4,3143.65,13.22,137.79
OBEROIRLTY,EQ,1534,-0.96,55776.58,9,136.99
MGL,EQ,1138.9,6.29,11249.8,12.12,136.59
DEVYANI,EQ,130,-1.66,16027.34,104.87,135.35
YESBANK,EQ,21.34,-0.19,66963.46,635.75,134.84
NBCC,EQ,98.18,-2.74,26508.6,134.08,131.3
LUPIN,EQ,2162.1,-2.54,98801.04,6.01,130.95
IREDA,EQ,128.69,-0.95,36152,102.83,130.9
HDFCAMC,EQ,2718.1,-1.6,116377.63,4.8,130.48
MARICO,EQ,752.45,0.55,97674.61,17.37,130.03
APOLLOPIPE,EQ,314,18.29,1383.11,42.2,128.69
HDFCGOLD,EQ,129.09,-0.58,21968.31,99.33,127.83
TATATECH,EQ,616.9,-4.02,25031.6,20.55,127.44
WABAG,EQ,1214.9,2.44,7568.49,10.44,127.42
SENCO,EQ,334.5,6.83,5476.38,39.2,127.28
IGIL,EQ,321,1.99,13872.33,39.38,126.25
PGEL,EQ,584.95,0,16689.71,21.97,126.14
NIFTYBEES,EQ,290.8,0.15,57780.98,43.09,124.9
CUPID,EQ,422.75,0.64,11349.45,29.51,124.26
ANGELONE,EQ,2631,-0.53,23910.61,4.7,122.19
PAGEIND,EQ,35650,0.03,39763.56,0.35,121.31
LAURUSLABS,EQ,947.5,-1.71,51151.41,12.62,119.74
PATANJALI,EQ,522.9,1.44,56882.54,22.88,119.01
BHARTIHEXA,EQ,1695.4,4.18,84770,6.96,118.36
AUBANK,EQ,989.05,0.31,73939.48,11.92,117.61
JINDALSTEL,EQ,1189.6,0.98,121349.68,9.88,116.59
INDSWFTLAB,EQ,135.11,10.62,1102.65,87.72,116.47
LODHA,EQ,1052.05,0.33,105080.72,11.04,115.29
ZEEL,EQ,89.83,4.5,8628.35,131.34,115.12
LICHSGFIN,EQ,517,0.29,28438.26,21.94,113.52
JSWSTEEL,EQ,1236,-0.31,302258.11,9.18,113.03
LIQUIDADD,EQ,1112.55,0.03,1777.31,10.08,112.19
BRITANNIA,EQ,5909,0.66,142329.08,1.87,109.72
LTFOODS,EQ,400,0.88,13890.12,27.37,109.13
POLYCAB,EQ,7611,0.99,114581.42,1.43,108.56
SILVERCASE,EQ,23.77,-6.16,1179.37,455.06,108.35
NESTLEIND,EQ,1300,0.27,250680.86,8.36,108.09
INDIANB,EQ,870,-1.08,117185.87,12.37,107.73
DMART,EQ,3893,-1.06,253330.38,2.76,107.17
LTF,EQ,285,0.56,71334.84,38.21,107.14
QPOWER,EQ,811.65,-0.61,6285.75,13.16,107.12
CONCOR,EQ,510.75,-2.16,38899.64,20.88,106.55
SHREEJISPG,EQ,382.3,-1.16,6228.36,27.33,106.47
IIFL,EQ,514.45,1.96,21875.85,20.72,105.96
GMRAIRPORT,EQ,97.4,-0.03,102844.43,109.11,105.6
GRASIM,EQ,2844.6,-0.67,193581.39,3.62,102.94
BLS,EQ,291,-3.03,11981.66,34.65,102.01
PNBHOUSING,EQ,847.6,0.14,22080.71,12.09,101.42
RPOWER,EQ,28.05,-0.25,11600.84,362.75,100.26
ANANTRAJ,EQ,554,1.18,19937.18,18.44,100.13
NCC,EQ,156.1,2.64,9800.69,66.32,99.92
ASTERDM,EQ,565.55,5.13,29302.33,17.9,99.52
BHARATFORG,EQ,1551.2,-1.4,74150.26,6.38,99.04
SAGILITY,EQ,48.25,1.43,22587.41,205.32,98.88
GOKEX,EQ,781.9,-3.71,5726.63,12.6,98.81
VSTIND,EQ,236.95,3.44,4024.86,41.29,98.04
MEESHO,EQ,153,1.07,69050.9,62.33,97.31
BLACKBUCK,EQ,616.2,1.62,11170.59,15.7,97.15
TDPOWERSYS,EQ,788,-2.67,12309.73,12.24,96.61
RICOAUTO,EQ,128.09,0.13,1732.87,73.55,96.12
TATACONSUM,EQ,1157.2,0.11,114465.25,8.31,95.81
GODAVARIB,EQ,276.4,8.54,1414.5,33.79,95.07
AUROPHARMA,EQ,1195,1.13,69405.79,8.05,94.97
GODREJCP,EQ,1182.2,1.03,120967.97,8.08,94.93
GLENMARK,EQ,1927.1,-2.14,54382.92,4.91,94.79
BHEL,EQ,266,-1.08,92622.89,35.49,94.31
SILVERBETA,EQ,226,-5.75,1457.99,41.33,93.22
AXISILVER,EQ,236.74,-3.5,1830.16,39.61,92.87
HUDCO,EQ,191.99,-0.83,38434.48,48.61,92.38
YATHARTH,EQ,647,-0.06,6234.13,14.04,91.74
KEI,EQ,4440,-0.07,42446.66,2.05,91.11
TORNTPHARM,EQ,3935.7,-1.02,133198.19,2.31,91.02
POONAWALLA,EQ,441,7.55,35840.98,21.4,89.69
SOUTHBANK,EQ,41.33,0.19,10817.47,216.39,89.11
JMFINANCIL,EQ,122.12,-2.23,11678.77,73.63,88.45
KARURVYSYA,EQ,314.3,0.05,30376.91,27.52,87.17
ABREL,EQ,1342.4,2.98,14994.03,6.41,85.95
OLAELEC,EQ,31.69,0.76,13977.92,272.53,85.55
SHARDACROP,EQ,1189.2,2.81,10729.02,7.21,85.3
PIDILITIND,EQ,1483.4,0.94,150967.7,5.71,84.84
KPITTECH,EQ,955,-0.47,26180.73,8.88,84.5
SILVER1,EQ,228.4,-4.96,2256.4,37.11,84.24
RADICO,EQ,2730,-1.34,36552.92,3.08,83.66
BANDHANBNK,EQ,158.7,0.57,25566.12,52.69,83.07
ITBEES,EQ,39.35,-1.58,2886.39,210.31,82.42
MFSL,EQ,1703.4,0.11,58786.85,4.85,82.34
TATAPOWER,EQ,365.4,0.25,116757.71,22.45,81.61
CHENNPETRO,EQ,904,1.07,13461.59,8.99,81.17
RNBDENIMS,EQ,168.15,1.12,1512.9,48.22,80.9
HBLENGINE,EQ,787,0.96,21815.24,10.09,78.78
FORTIS,EQ,853.9,-0.38,64465.88,9.09,77.4
KFINTECH,EQ,968.5,-2.41,16702.98,7.94,76.67
ATHERENERG,EQ,706.2,-1.16,26965.62,10.87,76.45
PREMIERENE,EQ,793.5,0.82,35945.1,9.62,76.16
KITEX,EQ,209.75,1.34,4184.51,37.07,76.04
MAHABANK,EQ,65.5,0.85,50379.59,115.25,75.27
STARCEMENT,EQ,211.2,-5.1,8710.5,32.72,74.02
TORNTPOWER,EQ,1427,0.66,71907.04,5.19,73.66
SYNGENE,EQ,447.95,-2.51,18049.67,16.48,73.24
THANGAMAYL,EQ,3280,3.29,10194.9,2.17,73.07
M&MFIN,EQ,375.1,-0.05,52137.82,19.34,73.04
JUBLFOOD,EQ,544.25,-0.16,35912.08,13.46,72.76
NHPC,EQ,79.4,-0.75,79757.58,90.49,71.66
CAMS,EQ,722,-1.29,17897.53,9.97,71.59
GRWRHITECH,EQ,4260,2.6,9897,1.7,71.58
POLYMED,EQ,1386,-7.75,14048.43,5.04,70.9
MANKIND,EQ,2060,-0.98,85037.84,3.44,70.69
SIGNATURE,EQ,878.6,-1.04,12345.27,8.15,70.37
LIQUIDIETF,EQ,999.99,0,1674.41,7.01,70.12
ECLERX,EQ,4160.5,-7.49,19564.9,1.64,69.79
BSOFT,EQ,432,-6.2,12039.42,15.64,69.24
DELHIVERY,EQ,434.15,-2.24,32487.13,15.71,68.51
COCHINSHIP,EQ,1494.8,0.8,39325.31,4.61,68.5
PHOENIXLTD,EQ,1742.3,1.95,62304.35,3.97,68.39
BOSCHLTD,EQ,36275,0,106988.18,0.19,67.89
SHILPAMED,EQ,320,1.3,6258.62,21.03,67.26
CYIENT,EQ,1064,-3.46,11822.6,6.21,65.69
BIOCON,EQ,364.45,-0.91,59073.98,17.97,65.34
GOLD1,EQ,126.5,0.35,13062.79,52.17,65.34
VOLTAS,EQ,1436,0.64,47515.05,4.59,65.28
UNITDSPR,EQ,1376.2,1.24,100098.02,4.75,64.98
NH,EQ,1718.6,-0.83,35121.45,3.76,64.15
APTUS,EQ,258.9,-4.31,12963.97,24.53,63.93
ICICIAMC,EQ,3053,-1.47,150897.13,2.08,63.81
SCHNEIDER,EQ,757.1,3.38,18102.57,8.35,63.72
JKTYRE,EQ,540,0.74,14797.08,11.81,63.01
PRESTIGE,EQ,1556.4,1.94,67038.85,4.09,62.86
CEMPRO,EQ,634,-6.61,10891.33,9.91,62.83
BLUESTARCO,EQ,1871,0.48,38470.53,3.37,62.62
360ONE,EQ,1113.9,-2.36,45172.21,5.61,62.45
INDHOTEL,EQ,681,-1.18,96935.73,9.16,62.39
RBLBANK,EQ,301.95,-0.8,18645.35,20.67,62.29
UJJIVANSFB,EQ,62.7,-0.6,12157.28,98.14,61.37
ITCHOTELS,EQ,181.6,-0.76,37825.15,33.99,61.36
CHAMBLFERT,EQ,428,0.13,17147.84,14.18,61.34
INOXWIND,EQ,106.2,-0.79,18353.89,58.43,61.23
ACUTAAS,EQ,1975,-0.28,16169.55,3.05,60.65
AARTIIND,EQ,440.3,-2.93,15965.03,13.4,59.27
GESHIP,EQ,1271.4,0.42,18151.42,4.61,59.02
BAJAJHLDNG,EQ,10999,0.99,122411.73,0.54,58.28
BELRISE,EQ,179.84,-2.55,16003.59,32.24,58.06
IRB,EQ,43.17,2.15,26070.36,133.85,57.26
VADILALIND,EQ,4594.9,0.12,3302.74,1.24,56.84
SAMMAANCAP,EQ,146.36,0.4,12128.32,39,56.76
HYUNDAI,EQ,2187,1.05,177702.74,2.6,56.51
HAVELLS,EQ,1349.6,-0.04,84654.58,4.17,56.16
GREAVESCOT,EQ,168.41,-0.58,3921.34,32.35,55.26
LIQUID1,EQ,1090.45,0.03,1566.16,4.99,54.44
EMAMILTD,EQ,502.05,-0.25,21914.48,10.35,52.35
JPPOWER,EQ,15.1,0.8,10348.72,345.16,51.43
WEBELSOLAR,EQ,66.6,-1.55,2810.94,77.8,51.34
JINDALSAW,EQ,186.79,0.97,11945.37,27.37,51.14
GOLDETF,EQ,147,-0.67,3074.98,34.79,50.98
CASTROLIND,EQ,185.29,-0.17,18326.38,27.46,50.85
CROMPTON,EQ,243.9,-1.11,15705.08,20.74,50.77
VMM,EQ,122.15,-0.73,57080.73,41.28,50.24
E2E,EQ,2542,7.4,5116.28,2.03,50.16
ABFRL,EQ,68.73,-3.05,8388.44,73.88,50.04
WHIRLPOOL,EQ,851,2.24,10796.79,5.92,49.91
STLTECH,EQ,132.32,-1.34,6458.59,37.5,49.67
SBICARD,EQ,755.9,0.83,71930.35,6.59,49.53
CHOLAHLDNG,EQ,1660,-0.98,31171.06,3,49.47
COLPAL,EQ,2135,0.98,58068.93,2.33,49.43
RAIN,EQ,161.85,-1.49,5443.75,30.2,49.36
SILVERAG,EQ,230.9,-3.64,931.75,21.5,49.14
SONACOMS,EQ,513,-2.15,31894.29,9.6,49.12
EXIDEIND,EQ,331.5,-1.57,28177.5,14.77,49.01
PARADEEP,EQ,123.12,-1.57,12779.47,39.75,48.7
PRIVISCL,EQ,2756,-2.38,10765.68,1.76,48.52
DABUR,EQ,507.6,0.65,90032.51,9.51,48.03
TARIL,EQ,248.9,-1.35,7471.13,19.31,48.03
CASHIETF,EQ,1048.82,0.03,892.6,4.57,47.95
ANURAS,EQ,1314.8,0.67,14968.78,3.61,47.94
BALKRISIND,EQ,2696.1,0.31,52120.25,1.79,47.85
MOTILALOFS,EQ,780,1.16,46888.23,6.22,47.78
PETRONET,EQ,296.6,-0.75,44490,16.16,47.76
CEIGALL,EQ,294,1.94,5121.62,16.07,46.74
SILVERADD,EQ,226,-4.47,1980.68,20.7,46.61
COROMANDEL,EQ,2252,0.12,66432.97,2.06,46.58
APOLLOTYRE,EQ,502.85,-0.98,31936.05,9.12,46.09
BHARATCOAL,EQ,37.15,-0.75,17300.76,124.1,46.03
RMDRIP,EQ,111.25,0.87,2779.03,41.37,46.02
IRCTC,EQ,620.5,-0.2,49640,7.32,45.1
GRANULES,EQ,566.15,-2.34,13738.69,7.95,44.73
LICMFGOLD,EQ,13680.05,-0.23,1329.67,0.32,44.15
NUVOCO,EQ,345.2,-1.24,12329.03,12.78,44.05
ZYDUSLIFE,EQ,887,-1.99,89252.95,4.93,43.78
GOLDCASE,EQ,23.74,-0.54,2132.77,182.57,43.23
EBGNG,EQ,321.1,9.98,3660.91,13.53,43.03
SUPREMEIND,EQ,3678,-1.68,46720.48,1.16,42.71
JSWENERGY,EQ,472,-0.41,82494.67,9.03,42.47
MOIL,EQ,311.9,-3.63,6346.7,13.5,42.21
LENSKART,EQ,453.9,1.54,78745.76,9.17,41.5
RATEGAIN,EQ,584,-3.53,6898.45,6.97,41.5
CESC,EQ,153.8,-0.38,20387.27,27.1,41.45
GNA,EQ,440,7.92,1888.96,9.5,41.11
WELSPUNLIV,EQ,140.68,-0.93,13493.36,29.43,41.06
PCJEWELLER,EQ,10.15,0.5,7438.42,402.09,40.85
GRAPHITE,EQ,619.5,-0.55,12103.52,6.6,40.83
AXISGOLD,EQ,125.9,-0.4,4985.73,32.32,40.29
SHREECEM,EQ,27350,0.46,98680.85,0.15,40.25
KPRMILL,EQ,977.05,-1.06,33396.94,4.18,40.21
KNRCON,EQ,148.75,-0.03,4183.36,26.79,40.01
ASMS,EQ,14.45,0.84,440.11,260.92,39.76
SRF,EQ,2900,-0.22,85963.2,1.37,39.68
IMFA,EQ,1319,-0.72,7116.55,2.94,39.67
LINDEINDIA,EQ,6086,1.97,51903.98,0.65,39.57
APARINDS,EQ,9433,-1.07,37890.77,0.42,39.52
CEATLTD,EQ,3917.9,1.03,15847.94,1,39.39
CKKRETAIL,ST,171.15,5,331.48,23.73,39.08
PVRINOX,EQ,1000.9,1.44,9828.83,3.84,38.05
LLOYDSME,EQ,1255,-0.88,66400.81,3.02,37.72
CUB,EQ,291.5,-0.73,21632.17,12.86,37.49
ASIANTILES,EQ,73.75,1.08,1710.35,50.64,37.43
CANHLIFE,EQ,144.67,-0.22,13743.65,25.44,37.33
JUNIORBEES,EQ,740.89,0.08,7210.13,5.04,37.13
KPIL,EQ,1088,-1.77,18580.05,3.39,37.12
LGEINDIA,EQ,1499,-1.22,101747.98,2.46,37
IXIGO,EQ,212.1,2.24,9291.49,17.29,36.97
ANANDRATHI,EQ,2938,-0.19,24391.46,1.26,36.95
DREDGECORP,EQ,984.7,-2.29,2757.16,3.76,36.93
JUBLPHARMA,EQ,932.5,-4.25,14852.97,3.88,36.91
ICICIGI,EQ,1865,-0.49,92896.99,1.98,36.75
REDINGTON,EQ,268.65,0.52,21002.37,13.74,36.61
CANTABIL,EQ,290,-5.77,2425.5,11.88,36.51
SANDUMA,EQ,212,-0.44,10305.42,16.97,36.16
ARVIND,EQ,366,-2.31,9593.4,9.6,35.98
GPIL,EQ,250,-2.71,16744.89,14.12,35.73
PSUBNKBEES,EQ,98.58,-0.9,4200.01,35.73,35.29
JAINREC,EQ,388,-3.67,13389.33,9.04,35.26
APOLLO,EQ,240.65,-1.82,8528.44,14.6,35.11
GICRE,EQ,381,2.12,66842.64,9.14,34.68
NAM-INDIA,EQ,920,-0.54,58612.44,3.75,34.37
ESCORTS,EQ,3767,1.42,42144.35,0.92,34.34
ORIANA,SM,2095,3.94,4256.86,1.62,34.29
NUVAMA,EQ,1354,-1.86,24622.21,2.55,34.23
TRUALT,EQ,430,5.42,3687.36,8.2,34.09
GROWWSLVR,EQ,23.1,-4.78,348.04,147.61,34.05
TATACAP,EQ,345,-0.32,146447.98,9.87,34.01
LTTS,EQ,3851,1.1,40819.11,0.88,33.76
ONESOURCE,EQ,1119.9,-3.63,12832.39,2.98,33.61
GPPL,EQ,174.79,2.98,8450.05,19.26,33.27
STYLEBAAZA,EQ,321,3.22,2395.22,10.3,33.1
JSWCEMENT,EQ,121,-2.04,16496.72,27.16,33.07
ICICIPRULI,EQ,650.35,-0.74,94185.13,4.99,32.5
RISHABH,EQ,441.8,4.37,1699.98,7.46,32.46
LEMONTREE,EQ,126.75,-2.03,10041.72,25.6,32.45
ESILVER,EQ,232.3,-8.16,1247.61,13.68,32.43
MSUMI,EQ,42.9,-3.75,28449.83,75.06,32.33
PRUDENT,EQ,2560,1.17,10600.11,1.25,32.28
JKLAKSHMI,EQ,728,-2.09,9037.71,4.4,32.15
COHANCE,EQ,338.9,-5.02,12965.2,9.4,31.98
LATENTVIEW,EQ,427,-0.26,8835.7,7.43,31.85
IGL,EQ,176.23,1.74,24672.23,18.21,31.77
SBC,EQ,30.8,1.62,1466.67,103.74,31.74
PPLPHARMA,EQ,158.2,-0.25,21028.71,20.19,31.66
BAJAJHFL,EQ,91.2,-0.12,75990.89,34.88,31.62
WOCKPHARMA,EQ,1390.2,-0.39,22588.74,2.28,31.6
ACE,EQ,918,2.55,10931.84,3.46,31.59
NEWGEN,EQ,529.95,-2.93,7542.13,5.91,31.45
LIQUIDPLUS,EQ,1071.82,0.04,514.17,2.93,31.44
RELIGARE,EQ,246.5,-2.67,8153.1,12.75,31.42
TIMETECHNO,EQ,189.9,-0.31,9374.14,16.47,31.24
